date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,walking,transit,driving,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guideline,foreign travel ban,cases,deaths,PopulationEstimate65+2017,CensusPopulation2010,#EligibleforMedicare2018,"MedicareEnrollment,AgedTot2017",#FTEHospitalTotal2017,"TotalM.D.'s,TotNon-FedandFed2017",PopMale<52010,PopFmle<52010,PopMale5-92010,PopFmle5-92010,PopMale10-142010,PopFmle10-142010,PopMale15-192010,PopFmle15-192010,PopMale20-242010,PopFmle20-242010,PopMale25-292010,PopFmle25-292010,PopMale30-342010,PopFmle30-342010,PopMale35-442010,PopFmle35-442010,PopMale45-542010,PopFmle45-542010,PopMale55-592010,PopFmle55-592010,PopMale60-642010,PopFmle60-642010,PopMale65-742010,PopFmle65-742010,PopMale75-842010,PopFmle75-842010,PopMale>842010,PopFmle>842010,forMask,notForMask
1/13/20,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/14/20,0,0,0,0,0,0,0.050909091,-0.003636364,0.025976155,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/15/20,0,0,0,0,0,0,0.049090909,-0.012727273,0.0395231,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/16/20,0,0,0,0,0,0,-0.010909091,-0.034545455,0.036646796,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/17/20,0,0,0,0,0,0,0.221818182,0.02,0.227496274,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/18/20,0,0,0,0,0,0,0.092727273,-0.101818182,-0.037988077,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/19/20,0,0,0,0,0,0,-0.138181818,-0.216363636,-0.176199702,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/20/20,0,0,0,0,0,0,-0.096363636,0.041818182,-0.008673621,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/21/20,0,0,0,0,0,0,-0.050909091,0.1,0.010432191,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/22/20,0,0,0,0,0,0,0.001818182,0.16,0.019508197,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/23/20,0,0,0,0,0,0,0.06,0.114545455,0.080417288,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/24/20,0,0,0,0,0,0,0.343636364,0.225454545,0.254485842,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/25/20,0,0,0,0,0,0,0.289090909,-0.009090909,0.152697466,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/26/20,0,0,0,0,0,0,-0.167272727,-0.181818182,-0.161028316,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/27/20,0,0,0,0,0,0,-0.070909091,0.087272727,-0.06704918,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/28/20,0,0,0,0,0,0,-0.065454545,0.054545455,-0.022041729,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/29/20,0,0,0,0,0,0,-0.063636364,0.076363636,-0.013517139,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/30/20,0,0,0,0,0,0,-0.001818182,0.092727273,0.039359165,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
1/31/20,0,0,0,0,0,0,0.283636364,0.190909091,0.237988077,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/1/20,0,0,0,0,0,0,0.378181818,0.007272727,0.196199702,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/2/20,0,0,0,0,0,0,-0.189090909,-0.2,-0.184098361,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/3/20,0,0,0,0,0,0,-0.063636364,0.081818182,-0.055320417,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/4/20,0,0,0,0,0,0,-0.032727273,0.054545455,-0.003502235,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/5/20,0,0,0,0,0,0,-0.045454545,0.061818182,-0.00119225,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/6/20,0,0,0,0,0,0,-0.027272727,0.043636364,0.003442623,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/7/20,0,0,0,0,0,0,0.065454545,0.043636364,0.014247392,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/8/20,0,0,0,0,0,0,0.249090909,0.007272727,0.13295082,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/9/20,0,0,0,0,0,0,-0.134545455,-0.169090909,-0.10828614,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/10/20,0,0,0,0,0,0,-0.085454545,0.094545455,-0.016363636,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/11/20,0,0,0,0,0,0,-0.018181818,0.12,0.037794337,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/12/20,0,0,0,0,0,0,0.021818182,0.101818182,0.055648286,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/13/20,0,0,0,0,0,0,0.049090909,0.138181818,0.113338301,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/14/20,0,0,0,0,0,0,0.352727273,0.227272727,0.36828614,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/15/20,0.03,-0.04,-0.02,-0.04,0.01,0,0.38,0.016363636,0.238390462,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/16/20,0.07,-0.03,0.13,0,0,-0.01,0.018181818,-0.085454545,-0.037421759,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/17/20,0.07,-0.02,0.23,-0.22,-0.37,0.09,-0.003636364,0.049090909,0.060849478,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/18/20,-0.02,-0.05,-0.04,-0.05,-0.1,0.03,0.009090909,0.063636364,0.042265276,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/19/20,0.03,-0.02,0.11,-0.03,-0.09,0.02,0.049090909,0.070909091,0.087630402,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/20/20,0.02,-0.03,0,-0.03,-0.09,0.02,0.063636364,0.063636364,0.115409836,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/21/20,-0.01,-0.05,-0.08,-0.06,-0.09,0.03,0.341818182,0.163636364,0.298971684,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
2/22/20,0.08,0,0.29,0.03,0.04,-0.01,0.414545455,0.02,0.245499255,1,1,1,1,1,1,1,1,0,0,0.163183835,1,0.19279561,0.153377973,0.022448122,0.004927469,0.030492099,0.029153681,0.030671838,0.029393642,0.031955813,0.030560939,0.036099924,0.034406362,0.036742608,0.036068187,0.035101632,0.036121907,0.032498487,0.033512106,0.0659047,0.068784291,0.072107268,0.076446548,0.030542052,0.033313944,0.025820847,0.029203118,0.031523779,0.038689599,0.018115396,0.026598322,0.006327864,0.013843048,0.53,0.47
